2024-06-26 12:10:16,575 INFO    StreamThr :12656 [internal.py:wandb_internal():85] W&B internal server running at pid: 12656, started at: 2024-06-26 12:10:16.558680
2024-06-26 12:10:16,578 DEBUG   HandlerThread:12656 [handler.py:handle_request():158] handle_request: status
2024-06-26 12:10:16,579 INFO    WriterThread:12656 [datastore.py:open_for_write():87] open: /Users/teresa/Desktop/ese-2000-labs/Lab 7/wandb/run-20240626_120950-fqq7z08w/run-fqq7z08w.wandb
2024-06-26 12:10:16,583 DEBUG   SenderThread:12656 [sender.py:send():378] send: header
2024-06-26 12:10:16,616 DEBUG   SenderThread:12656 [sender.py:send():378] send: run
2024-06-26 12:10:16,822 INFO    SenderThread:12656 [dir_watcher.py:__init__():211] watching files in: /Users/teresa/Desktop/ese-2000-labs/Lab 7/wandb/run-20240626_120950-fqq7z08w/files
2024-06-26 12:10:16,822 INFO    SenderThread:12656 [sender.py:_start_run_threads():1123] run started: fqq7z08w with start time 1719418216.556753
2024-06-26 12:10:16,838 DEBUG   HandlerThread:12656 [handler.py:handle_request():158] handle_request: check_version
2024-06-26 12:10:16,838 DEBUG   SenderThread:12656 [sender.py:send_request():405] send_request: check_version
2024-06-26 12:10:16,954 DEBUG   HandlerThread:12656 [handler.py:handle_request():158] handle_request: run_start
2024-06-26 12:10:16,962 DEBUG   HandlerThread:12656 [system_info.py:__init__():26] System info init
2024-06-26 12:10:16,962 DEBUG   HandlerThread:12656 [system_info.py:__init__():41] System info init done
2024-06-26 12:10:16,963 INFO    HandlerThread:12656 [system_monitor.py:start():194] Starting system monitor
2024-06-26 12:10:16,963 INFO    SystemMonitor:12656 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-06-26 12:10:16,963 INFO    HandlerThread:12656 [system_monitor.py:probe():214] Collecting system info
2024-06-26 12:10:16,963 INFO    SystemMonitor:12656 [interfaces.py:start():188] Started cpu monitoring
2024-06-26 12:10:16,963 INFO    SystemMonitor:12656 [interfaces.py:start():188] Started disk monitoring
2024-06-26 12:10:16,968 INFO    SystemMonitor:12656 [interfaces.py:start():188] Started gpuapple monitoring
2024-06-26 12:10:16,970 INFO    SystemMonitor:12656 [interfaces.py:start():188] Started memory monitoring
2024-06-26 12:10:16,971 INFO    SystemMonitor:12656 [interfaces.py:start():188] Started network monitoring
2024-06-26 12:10:17,258 DEBUG   HandlerThread:12656 [system_info.py:probe():150] Probing system
2024-06-26 12:10:17,266 DEBUG   HandlerThread:12656 [system_info.py:_probe_git():135] Probing git
2024-06-26 12:10:17,286 DEBUG   HandlerThread:12656 [system_info.py:_probe_git():143] Probing git done
2024-06-26 12:10:17,286 DEBUG   HandlerThread:12656 [system_info.py:probe():198] Probing system done
