2024-06-26 14:44:10,008 INFO    StreamThr :5586 [internal.py:wandb_internal():85] W&B internal server running at pid: 5586, started at: 2024-06-26 14:44:10.000332
2024-06-26 14:44:10,011 DEBUG   HandlerThread:5586 [handler.py:handle_request():158] handle_request: status
2024-06-26 14:44:10,090 INFO    WriterThread:5586 [datastore.py:open_for_write():87] open: /Users/teresa/Desktop/ese-2000-labs/Lab 7/wandb/run-20240626_144344-wb7dhntl/run-wb7dhntl.wandb
2024-06-26 14:44:10,091 DEBUG   SenderThread:5586 [sender.py:send():378] send: header
2024-06-26 14:44:10,131 DEBUG   SenderThread:5586 [sender.py:send():378] send: run
2024-06-26 14:44:10,357 INFO    SenderThread:5586 [dir_watcher.py:__init__():211] watching files in: /Users/teresa/Desktop/ese-2000-labs/Lab 7/wandb/run-20240626_144344-wb7dhntl/files
2024-06-26 14:44:10,357 INFO    SenderThread:5586 [sender.py:_start_run_threads():1123] run started: wb7dhntl with start time 1719427449.997952
2024-06-26 14:44:10,372 DEBUG   HandlerThread:5586 [handler.py:handle_request():158] handle_request: check_version
2024-06-26 14:44:10,372 DEBUG   SenderThread:5586 [sender.py:send_request():405] send_request: check_version
2024-06-26 14:44:10,439 DEBUG   HandlerThread:5586 [handler.py:handle_request():158] handle_request: run_start
2024-06-26 14:44:10,448 DEBUG   HandlerThread:5586 [system_info.py:__init__():26] System info init
2024-06-26 14:44:10,448 DEBUG   HandlerThread:5586 [system_info.py:__init__():41] System info init done
2024-06-26 14:44:10,448 INFO    HandlerThread:5586 [system_monitor.py:start():194] Starting system monitor
2024-06-26 14:44:10,448 INFO    SystemMonitor:5586 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-06-26 14:44:10,448 INFO    HandlerThread:5586 [system_monitor.py:probe():214] Collecting system info
2024-06-26 14:44:10,448 INFO    SystemMonitor:5586 [interfaces.py:start():188] Started cpu monitoring
2024-06-26 14:44:10,448 INFO    SystemMonitor:5586 [interfaces.py:start():188] Started disk monitoring
2024-06-26 14:44:10,451 INFO    SystemMonitor:5586 [interfaces.py:start():188] Started gpuapple monitoring
2024-06-26 14:44:10,454 INFO    SystemMonitor:5586 [interfaces.py:start():188] Started memory monitoring
2024-06-26 14:44:10,454 INFO    SystemMonitor:5586 [interfaces.py:start():188] Started network monitoring
2024-06-26 14:44:10,753 DEBUG   HandlerThread:5586 [system_info.py:probe():150] Probing system
2024-06-26 14:44:10,759 DEBUG   HandlerThread:5586 [system_info.py:_probe_git():135] Probing git
2024-06-26 14:44:10,777 DEBUG   HandlerThread:5586 [system_info.py:_probe_git():143] Probing git done
2024-06-26 14:44:10,777 DEBUG   HandlerThread:5586 [system_info.py:probe():198] Probing system done
2024-06-26 14:44:10,777 DEBUG   HandlerThread:5586 [system_monitor.py:probe():223] {'os': 'macOS-12.6.2-arm64-arm-64bit', 'python': '3.8.18', 'heartbeatAt': '2024-06-26T18:44:10.754072', 'startedAt': '2024-06-26T18:43:44.799571', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '<python with no main file>', 'codePathLocal': None, 'git': {'remote': 'https://github.com/varunchitturi/ese-2000-labs', 'commit': '773cf6bb0d9f18df73e29b7a2464ab200883bf3d'}, 'email': '153689710+tshang21@users.noreply.github.com', 'root': '/Users/teresa/Desktop/ese-2000-labs', 'host': 'hnt-06723.apn.wlan.private.upenn.edu', 'username': 'teresa', 'executable': '/Users/teresa/miniconda3/envs/ese2000/bin/python', 'cpu_count': 8, 'cpu_count_logical': 8, 'disk': {'/': {'total': 926.3517189025879, 'used': 687.3138084411621}}, 'gpuapple': {'type': 'Apple M2', 'vendor': 'sppci_vendor_Apple'}, 'memory': {'total': 16.0}}
2024-06-26 14:44:10,777 INFO    HandlerThread:5586 [system_monitor.py:probe():224] Finished collecting system info
2024-06-26 14:44:10,777 INFO    HandlerThread:5586 [system_monitor.py:probe():227] Publishing system info
2024-06-26 14:44:10,777 DEBUG   HandlerThread:5586 [system_info.py:_save_conda():207] Saving list of conda packages installed into the current environment
2024-06-26 14:44:11,364 INFO    Thread-60 :5586 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/teresa/Desktop/ese-2000-labs/Lab 7/wandb/run-20240626_144344-wb7dhntl/files/conda-environment.yaml
2024-06-26 14:44:12,368 INFO    Thread-60 :5586 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/teresa/Desktop/ese-2000-labs/Lab 7/wandb/run-20240626_144344-wb7dhntl/files/conda-environment.yaml
2024-06-26 14:44:12,369 DEBUG   HandlerThread:5586 [system_info.py:_save_conda():222] Saving conda packages done
2024-06-26 14:44:12,370 INFO    HandlerThread:5586 [system_monitor.py:probe():229] Finished publishing system info
2024-06-26 14:44:12,370 DEBUG   SenderThread:5586 [sender.py:send():378] send: files
2024-06-26 14:44:12,371 INFO    SenderThread:5586 [sender.py:_save_file():1389] saving file wandb-metadata.json with policy now
2024-06-26 14:44:12,497 DEBUG   HandlerThread:5586 [handler.py:handle_request():158] handle_request: python_packages
2024-06-26 14:44:12,497 DEBUG   SenderThread:5586 [sender.py:send_request():405] send_request: python_packages
2024-06-26 14:44:12,499 DEBUG   HandlerThread:5586 [handler.py:handle_request():158] handle_request: stop_status
2024-06-26 14:44:12,499 DEBUG   SenderThread:5586 [sender.py:send_request():405] send_request: stop_status
2024-06-26 14:44:12,578 DEBUG   SenderThread:5586 [sender.py:send():378] send: telemetry
